date,regularBalls,powerball,mainNumberPool,powerballPool
"November 30, 2016","3,14,18,25,45",7,1 to 69,1 to 26
"December 3, 2016","8,10,26,27,33",22,1 to 69,1 to 26
"December 7, 2016","41,48,49,53,64",20,1 to 69,1 to 26
"December 10, 2016","12,21,32,44,66",15,1 to 69,1 to 26
"December 14, 2016","18,26,37,39,66",15,1 to 69,1 to 26
"December 17, 2016","1,8,16,40,48",10,1 to 69,1 to 26
"December 21, 2016","25,33,40,54,68",3,1 to 69,1 to 26
"December 24, 2016","28,38,42,51,52",21,1 to 69,1 to 26
"December 28, 2016","16,23,30,44,58",4,1 to 69,1 to 26
"December 31, 2016","1,3,28,57,67",9,1 to 69,1 to 26
"January 4, 2017","16,17,29,41,42",4,1 to 69,1 to 26
"January 7, 2017","3,12,24,37,63",10,1 to 69,1 to 26
"January 11, 2017","1,3,13,16,43",24,1 to 69,1 to 26
"January 14, 2017","23,55,59,64,69",13,1 to 69,1 to 26
"January 18, 2017","9,40,41,53,58",12,1 to 69,1 to 26
"January 21, 2017","23,25,45,52,67",2,1 to 69,1 to 26
"January 25, 2017","18,28,62,66,68",22,1 to 69,1 to 26
"January 28, 2017","12,20,39,49,69",17,1 to 69,1 to 26
"February 1, 2017","9,43,57,60,64",10,1 to 69,1 to 26
"February 4, 2017","6,13,16,17,52",25,1 to 69,1 to 26
"February 8, 2017","14,20,42,49,66",5,1 to 69,1 to 26
"February 11, 2017","5,9,17,37,64",2,1 to 69,1 to 26
"February 15, 2017","5,28,33,38,42",19,1 to 69,1 to 26
"February 18, 2017","3,7,9,31,33",20,1 to 69,1 to 26
"February 22, 2017","10,13,28,52,61",2,1 to 69,1 to 26
"February 25, 2017","6,32,47,62,65",19,1 to 69,1 to 26
"March 1, 2017","10,16,40,52,55",17,1 to 69,1 to 26
"March 4, 2017","2,18,19,22,63",19,1 to 69,1 to 26
"March 8, 2017","23,33,42,46,59",4,1 to 69,1 to 26
"March 11, 2017","1,26,41,50,57",11,1 to 69,1 to 26
"March 15, 2017","16,30,41,48,53",16,1 to 69,1 to 26
"March 18, 2017","13,25,44,54,67",5,1 to 69,1 to 26
"March 22, 2017","2,9,27,29,42",9,1 to 69,1 to 26
"March 25, 2017","18,31,32,45,48",16,1 to 69,1 to 26
"March 29, 2017","8,15,31,36,62",11,1 to 69,1 to 26
"April 1, 2017","9,32,36,44,65",1,1 to 69,1 to 26
"April 5, 2017","8,20,46,53,54",13,1 to 69,1 to 26
"April 8, 2017","23,36,51,53,60",15,1 to 69,1 to 26
"April 12, 2017","8,14,61,63,68",24,1 to 69,1 to 26
"April 15, 2017","5,22,26,45,61",13,1 to 69,1 to 26
"April 19, 2017","1,19,37,40,52",15,1 to 69,1 to 26
"April 22, 2017","21,39,41,48,63",6,1 to 69,1 to 26
"April 26, 2017","1,15,18,26,51",26,1 to 69,1 to 26
"April 29, 2017","22,23,24,45,62",5,1 to 69,1 to 26
"May 3, 2017","17,18,49,59,66",9,1 to 69,1 to 26
"May 6, 2017","11,21,31,41,59",21,1 to 69,1 to 26
"May 10, 2017","29,31,46,56,62",8,1 to 69,1 to 26
"May 13, 2017","17,20,32,63,68",19,1 to 69,1 to 26
"May 17, 2017","4,11,39,45,48",9,1 to 69,1 to 26
"May 20, 2017","5,22,45,47,54",3,1 to 69,1 to 26
"May 24, 2017","28,32,33,38,62",15,1 to 69,1 to 26
"May 27, 2017","5,10,28,55,67",9,1 to 69,1 to 26
"May 31, 2017","4,33,39,46,60",6,1 to 69,1 to 26
"June 3, 2017","3,9,21,41,54",25,1 to 69,1 to 26
"June 7, 2017","5,21,57,66,69",13,1 to 69,1 to 26
"June 10, 2017","20,26,32,38,58",3,1 to 69,1 to 26
"June 14, 2017","5,22,43,57,63",24,1 to 69,1 to 26
"June 17, 2017","10,13,32,53,62",21,1 to 69,1 to 26
"June 21, 2017","14,46,61,65,68",13,1 to 69,1 to 26
"June 24, 2017","10,22,32,36,58",10,1 to 69,1 to 26
"June 28, 2017","29,37,46,53,68",8,1 to 69,1 to 26
"July 1, 2017","19,42,45,48,53",16,1 to 69,1 to 26
"July 5, 2017","4,9,16,54,68",21,1 to 69,1 to 26
"July 8, 2017","8,10,29,40,59",26,1 to 69,1 to 26
"July 12, 2017","1,2,18,23,61",9,1 to 69,1 to 26
"July 15, 2017","9,40,63,64,66",17,1 to 69,1 to 26
"July 19, 2017","50,51,59,61,63",4,1 to 69,1 to 26
"July 22, 2017","5,32,44,53,60",9,1 to 69,1 to 26
"July 26, 2017","7,19,21,42,69",12,1 to 69,1 to 26
"July 29, 2017","1,28,40,45,48",12,1 to 69,1 to 26
"August 2, 2017","1,16,54,63,69",18,1 to 69,1 to 26
"August 5, 2017","11,21,28,33,45",11,1 to 69,1 to 26
"August 9, 2017","12,30,36,47,62",9,1 to 69,1 to 26
"August 12, 2017","20,24,26,35,49",19,1 to 69,1 to 26
"August 16, 2017","9,15,43,60,64",4,1 to 69,1 to 26
"August 19, 2017","17,19,39,43,68",13,1 to 69,1 to 26
"August 23, 2017","6,7,16,23,26",4,1 to 69,1 to 26
"August 26, 2017","7,15,32,38,66",15,1 to 69,1 to 26
"August 30, 2017","19,28,43,67,69",7,1 to 69,1 to 26
"September 2, 2017","6,21,41,52,62",26,1 to 69,1 to 26
"September 6, 2017","8,14,32,58,67",17,1 to 69,1 to 26
"September 9, 2017","6,20,29,57,59",22,1 to 69,1 to 26
"September 13, 2017","17,24,35,57,63",19,1 to 69,1 to 26
"September 16, 2017","17,18,24,25,31",24,1 to 69,1 to 26
"September 20, 2017","39,48,53,67,68",26,1 to 69,1 to 26
"September 23, 2017","24,45,55,56,57",19,1 to 69,1 to 26
"September 27, 2017","8,10,21,23,25",22,1 to 69,1 to 26
"September 30, 2017","8,12,25,41,64",15,1 to 69,1 to 26
"October 4, 2017","22,23,62,63,66",24,1 to 69,1 to 26
"October 7, 2017","10,49,61,63,65",7,1 to 69,1 to 26
"October 11, 2017","1,3,13,19,69",23,1 to 69,1 to 26
"October 14, 2017","32,37,56,66,69",11,1 to 69,1 to 26
"October 18, 2017","30,49,54,66,69",8,1 to 69,1 to 26
"October 21, 2017","14,41,42,45,69",4,1 to 69,1 to 26
"October 25, 2017","18,22,29,54,57",8,1 to 69,1 to 26
"October 28, 2017","27,35,38,57,66",10,1 to 69,1 to 26
"November 1, 2017","3,6,19,26,44",1,1 to 69,1 to 26
"November 4, 2017","12,14,26,48,51",13,1 to 69,1 to 26
"November 8, 2017","12,14,20,21,34",22,1 to 69,1 to 26
"November 11, 2017","4,6,16,30,56",18,1 to 69,1 to 26
"November 15, 2017","23,32,44,48,50",25,1 to 69,1 to 26
"November 18, 2017","17,28,31,32,39",26,1 to 69,1 to 26
"November 22, 2017","35,37,46,51,61",13,1 to 69,1 to 26
"November 25, 2017","8,13,27,53,54",4,1 to 69,1 to 26
"November 29, 2017","24,26,28,59,63",16,1 to 69,1 to 26
"December 2, 2017","28,30,32,36,58",6,1 to 69,1 to 26
"December 6, 2017","19,20,50,55,62",9,1 to 69,1 to 26
"December 9, 2017","25,36,37,55,60",6,1 to 69,1 to 26
"December 13, 2017","2,24,28,51,58",7,1 to 69,1 to 26
"December 16, 2017","9,35,37,50,63",11,1 to 69,1 to 26
"December 20, 2017","1,20,61,64,69",20,1 to 69,1 to 26
"December 23, 2017","1,3,13,15,44",25,1 to 69,1 to 26
"December 27, 2017","3,9,16,56,60",3,1 to 69,1 to 26
"December 30, 2017","28,36,41,51,58",24,1 to 69,1 to 26
"January 3, 2018","2,18,37,39,42",12,1 to 69,1 to 26
"January 6, 2018","12,29,30,33,61",26,1 to 69,1 to 26
"January 10, 2018","7,24,33,49,50",4,1 to 69,1 to 26
"January 13, 2018","14,25,35,58,69",24,1 to 69,1 to 26
"January 17, 2018","3,33,37,51,57",21,1 to 69,1 to 26
"January 20, 2018","26,28,47,49,58",3,1 to 69,1 to 26
"January 24, 2018","5,9,11,33,64",21,1 to 69,1 to 26
"January 27, 2018","17,21,26,47,54",7,1 to 69,1 to 26
"January 31, 2018","4,7,14,46,59",22,1 to 69,1 to 26
"February 3, 2018","15,23,27,48,53",6,1 to 69,1 to 26
"February 7, 2018","23,34,35,40,47",10,1 to 69,1 to 26
"February 10, 2018","1,13,27,41,59",20,1 to 69,1 to 26
"February 14, 2018","37,39,44,46,69",26,1 to 69,1 to 26
"February 17, 2018","13,26,39,44,62",2,1 to 69,1 to 26
"February 21, 2018","7,15,31,34,36",8,1 to 69,1 to 26
"February 24, 2018","24,25,38,62,63",6,1 to 69,1 to 26
"February 28, 2018","12,30,59,65,69",16,1 to 69,1 to 26
"March 3, 2018","13,17,25,36,40",5,1 to 69,1 to 26
"March 7, 2018","6,13,19,36,51",18,1 to 69,1 to 26
"March 10, 2018","43,44,54,61,69",22,1 to 69,1 to 26
"March 14, 2018","6,12,24,41,68",9,1 to 69,1 to 26
"March 17, 2018","22,57,59,60,66",7,1 to 69,1 to 26
"March 21, 2018","3,4,18,29,61",25,1 to 69,1 to 26
"March 24, 2018","10,33,45,53,56",24,1 to 69,1 to 26
"March 28, 2018","6,8,26,52,53",21,1 to 69,1 to 26
"March 31, 2018","8,24,52,55,61",21,1 to 69,1 to 26
"April 4, 2018","8,24,42,54,64",24,1 to 69,1 to 26
"April 7, 2018","2,17,20,38,39",20,1 to 69,1 to 26
"April 11, 2018","16,18,27,55,67",18,1 to 69,1 to 26
"April 14, 2018","17,19,26,61,62",15,1 to 69,1 to 26
"April 18, 2018","9,10,12,17,23",9,1 to 69,1 to 26
"April 21, 2018","40,50,54,62,69",19,1 to 69,1 to 26
"April 25, 2018","17,18,39,56,64",12,1 to 69,1 to 26
"April 28, 2018","20,22,28,45,50",8,1 to 69,1 to 26
"May 2, 2018","5,14,31,40,50",6,1 to 69,1 to 26
"May 5, 2018","14,29,36,57,61",17,1 to 69,1 to 26
"May 9, 2018","11,16,38,50,69",19,1 to 69,1 to 26
"May 12, 2018","22,42,45,55,56",14,1 to 69,1 to 26
"May 16, 2018","17,19,21,22,51",19,1 to 69,1 to 26
"May 19, 2018","3,6,9,17,56",25,1 to 69,1 to 26
"May 23, 2018","20,54,56,61,64",7,1 to 69,1 to 26
"May 26, 2018","1,21,31,45,49",21,1 to 69,1 to 26
"May 30, 2018","17,23,26,46,68",20,1 to 69,1 to 26
"June 2, 2018","23,25,37,44,64",7,1 to 69,1 to 26
"June 6, 2018","23,28,41,53,56",14,1 to 69,1 to 26
"June 9, 2018","6,10,15,25,36",14,1 to 69,1 to 26
"June 13, 2018","13,20,38,45,55",1,1 to 69,1 to 26
"June 16, 2018","9,45,57,58,65",9,1 to 69,1 to 26
"June 20, 2018","4,14,23,27,56",13,1 to 69,1 to 26
"June 23, 2018","16,29,43,45,56",25,1 to 69,1 to 26
"June 27, 2018","7,28,37,62,63",15,1 to 69,1 to 26
"June 30, 2018","3,9,20,42,61",24,1 to 69,1 to 26
"July 4, 2018","4,7,15,41,44",10,1 to 69,1 to 26
"July 7, 2018","1,10,43,45,64",22,1 to 69,1 to 26
"July 11, 2018","19,21,27,46,47",7,1 to 69,1 to 26
"July 14, 2018","22,41,42,49,67",11,1 to 69,1 to 26
"July 18, 2018","1,10,27,28,36",12,1 to 69,1 to 26
"July 21, 2018","9,23,56,58,68",1,1 to 69,1 to 26
"July 25, 2018","2,18,41,44,64",26,1 to 69,1 to 26
"July 28, 2018","22,27,46,56,65",13,1 to 69,1 to 26
"August 1, 2018","5,22,32,38,58",26,1 to 69,1 to 26
"August 4, 2018","3,11,38,44,58",2,1 to 69,1 to 26
"August 8, 2018","10,21,30,43,63",17,1 to 69,1 to 26
"August 11, 2018","5,43,56,62,68",24,1 to 69,1 to 26
"August 15, 2018","12,15,28,47,48",16,1 to 69,1 to 26
"August 18, 2018","24,34,52,61,67",16,1 to 69,1 to 26
"August 22, 2018","1,7,45,47,69",13,1 to 69,1 to 26
"August 25, 2018","20,25,54,57,63",8,1 to 69,1 to 26
"August 29, 2018","25,41,53,57,67",12,1 to 69,1 to 26
"September 1, 2018","11,54,55,61,66",9,1 to 69,1 to 26
"September 5, 2018","6,15,50,59,60",13,1 to 69,1 to 26
"September 8, 2018","3,13,20,32,33",21,1 to 69,1 to 26
"September 12, 2018","6,28,48,63,64",24,1 to 69,1 to 26
"September 15, 2018","2,18,19,24,34",3,1 to 69,1 to 26
"September 19, 2018","4,39,48,50,51",11,1 to 69,1 to 26
"September 22, 2018","24,61,63,64,69",18,1 to 69,1 to 26
"September 26, 2018","1,2,7,30,50",8,1 to 69,1 to 26
"September 29, 2018","9,17,34,59,64",22,1 to 69,1 to 26
"October 3, 2018","41,53,59,63,66",3,1 to 69,1 to 26
"October 6, 2018","1,22,27,53,67",15,1 to 69,1 to 26
"October 10, 2018","8,23,27,42,60",7,1 to 69,1 to 26
"October 13, 2018","11,14,32,43,65",15,1 to 69,1 to 26
"October 17, 2018","3,57,64,68,69",15,1 to 69,1 to 26
"October 20, 2018","16,54,57,62,69",23,1 to 69,1 to 26
"October 24, 2018","3,21,45,53,56",22,1 to 69,1 to 26
"October 27, 2018","8,12,13,19,27",4,1 to 69,1 to 26
"October 31, 2018","7,25,39,40,47",20,1 to 69,1 to 26
"November 3, 2018","15,21,24,32,65",11,1 to 69,1 to 26
"November 7, 2018","26,28,34,42,50",25,1 to 69,1 to 26
"November 10, 2018","5,29,34,53,57",24,1 to 69,1 to 26
"November 14, 2018","7,42,49,62,69",23,1 to 69,1 to 26
"November 17, 2018","6,8,20,52,68",5,1 to 69,1 to 26
"November 21, 2018","7,14,23,38,55",18,1 to 69,1 to 26
"November 24, 2018","11,33,51,56,58",18,1 to 69,1 to 26
"November 28, 2018","4,19,59,68,69",21,1 to 69,1 to 26
"December 1, 2018","10,11,47,55,58",26,1 to 69,1 to 26
"December 5, 2018","9,11,36,37,38",11,1 to 69,1 to 26
"December 8, 2018","14,32,34,46,61",10,1 to 69,1 to 26
"December 12, 2018","4,9,21,29,64",26,1 to 69,1 to 26
"December 15, 2018","8,38,43,52,55",17,1 to 69,1 to 26
"December 19, 2018","15,29,31,37,43",16,1 to 69,1 to 26
"December 22, 2018","21,28,30,40,59",26,1 to 69,1 to 26
"December 26, 2018","5,25,38,52,67",24,1 to 69,1 to 26
"December 29, 2018","12,42,51,53,62",25,1 to 69,1 to 26
"January 2, 2019","8,12,42,46,56",12,1 to 69,1 to 26
"January 5, 2019","3,7,15,27,69",19,1 to 69,1 to 26
"January 9, 2019","6,19,37,49,59",22,1 to 69,1 to 26
"January 12, 2019","7,36,48,57,58",24,1 to 69,1 to 26
"January 16, 2019","14,29,31,56,61",1,1 to 69,1 to 26
"January 19, 2019","5,8,41,65,66",20,1 to 69,1 to 26
"January 23, 2019","23,25,47,48,50",24,1 to 69,1 to 26
"January 26, 2019","8,12,20,21,32",10,1 to 69,1 to 26
"January 30, 2019","2,12,16,29,54",6,1 to 69,1 to 26
"February 2, 2019","10,17,18,43,65",13,1 to 69,1 to 26
"February 6, 2019","5,13,28,38,63",21,1 to 69,1 to 26
"February 9, 2019","1,2,3,7,39",25,1 to 69,1 to 26
"February 13, 2019","2,8,14,24,69",26,1 to 69,1 to 26
"February 16, 2019","29,30,41,48,64",1,1 to 69,1 to 26
"February 20, 2019","27,49,50,51,52",2,1 to 69,1 to 26
"February 23, 2019","4,6,14,20,32",13,1 to 69,1 to 26
"February 27, 2019","21,31,42,49,59",23,1 to 69,1 to 26
"March 2, 2019","1,19,25,27,68",21,1 to 69,1 to 26
"March 6, 2019","6,10,21,35,46",23,1 to 69,1 to 26
"March 9, 2019","5,6,45,55,59",14,1 to 69,1 to 26
"March 13, 2019","18,36,45,47,69",14,1 to 69,1 to 26
"March 16, 2019","30,34,39,53,67",11,1 to 69,1 to 26
"March 20, 2019","10,14,50,53,63",21,1 to 69,1 to 26
"March 23, 2019","24,25,52,60,66",5,1 to 69,1 to 26
"March 27, 2019","16,20,37,44,62",12,1 to 69,1 to 26
"March 30, 2019","21,52,54,64,68",4,1 to 69,1 to 26
"April 3, 2019","16,19,25,32,49",18,1 to 69,1 to 26
"April 6, 2019","15,33,43,59,60",8,1 to 69,1 to 26
"April 10, 2019","12,21,23,39,67",6,1 to 69,1 to 26
"April 13, 2019","4,17,26,32,49",10,1 to 69,1 to 26
"April 17, 2019","1,15,17,46,66",15,1 to 69,1 to 26
"April 20, 2019","3,27,30,63,65",1,1 to 69,1 to 26
"April 24, 2019","6,32,35,36,65",4,1 to 69,1 to 26
"April 27, 2019","2,29,41,45,62",6,1 to 69,1 to 26
"May 1, 2019","5,23,28,56,66",17,1 to 69,1 to 26
"May 4, 2019","6,16,23,30,61",2,1 to 69,1 to 26
"May 8, 2019","1,45,53,64,66",3,1 to 69,1 to 26
"May 11, 2019","6,8,9,37,40",26,1 to 69,1 to 26
"May 15, 2019","7,17,33,61,68",4,1 to 69,1 to 26
"May 18, 2019","2,10,25,66,67",26,1 to 69,1 to 26
"May 22, 2019","7,10,20,44,57",3,1 to 69,1 to 26
"May 25, 2019","1,2,39,43,66",2,1 to 69,1 to 26
"May 29, 2019","3,32,34,42,61",7,1 to 69,1 to 26
"June 1, 2019","6,15,34,45,52",8,1 to 69,1 to 26
"June 5, 2019","17,23,28,34,38",8,1 to 69,1 to 26
"June 8, 2019","9,13,42,48,60",18,1 to 69,1 to 26
"June 12, 2019","5,35,38,42,57",13,1 to 69,1 to 26
"June 15, 2019","8,11,14,16,49",14,1 to 69,1 to 26
"June 19, 2019","4,18,21,26,38",1,1 to 69,1 to 26
"June 22, 2019","3,6,11,14,66",21,1 to 69,1 to 26
"June 26, 2019","1,5,16,22,54",24,1 to 69,1 to 26
"June 29, 2019","13,17,24,59,62",8,1 to 69,1 to 26
"July 3, 2019","40,43,45,50,61",25,1 to 69,1 to 26
"July 6, 2019","4,8,23,46,65",1,1 to 69,1 to 26
"July 10, 2019","7,9,26,44,68",3,1 to 69,1 to 26
"July 13, 2019","13,23,32,35,68",21,1 to 69,1 to 26
"July 17, 2019","19,43,47,60,68",10,1 to 69,1 to 26
"July 20, 2019","5,26,36,64,69",19,1 to 69,1 to 26
"July 24, 2019","22,29,35,53,56",13,1 to 69,1 to 26
"July 27, 2019","1,19,31,48,61",6,1 to 69,1 to 26
"July 31, 2019","14,37,47,55,67",6,1 to 69,1 to 26
"August 3, 2019","3,6,45,66,68",13,1 to 69,1 to 26
"August 7, 2019","8,32,47,53,59",3,1 to 69,1 to 26
"August 10, 2019","35,41,44,58,59",3,1 to 69,1 to 26
"August 14, 2019","10,13,30,51,69",10,1 to 69,1 to 26
"August 17, 2019","18,21,24,30,60",20,1 to 69,1 to 26
"August 21, 2019","12,21,22,29,32",21,1 to 69,1 to 26
"August 24, 2019","5,12,20,21,47",1,1 to 69,1 to 26
"August 28, 2019","9,32,37,41,56",14,1 to 69,1 to 26
"August 31, 2019","14,41,50,56,57",18,1 to 69,1 to 26
"September 4, 2019","4,8,30,52,59",2,1 to 69,1 to 26
"September 7, 2019","11,20,41,42,56",6,1 to 69,1 to 26
"September 11, 2019","6,17,24,53,57",3,1 to 69,1 to 26
"September 14, 2019","11,27,31,36,67",11,1 to 69,1 to 26
"September 18, 2019","14,19,39,47,51",15,1 to 69,1 to 26
"September 21, 2019","1,9,22,36,68",22,1 to 69,1 to 26
"September 25, 2019","37,43,44,45,53",25,1 to 69,1 to 26
"September 28, 2019","15,23,34,51,55",4,1 to 69,1 to 26
"October 2, 2019","4,8,10,43,53",7,1 to 69,1 to 26
"October 5, 2019","6,14,36,51,54",4,1 to 69,1 to 26
"October 9, 2019","5,18,33,43,65",2,1 to 69,1 to 26
"October 12, 2019","12,29,34,53,65",23,1 to 69,1 to 26
"October 16, 2019","1,5,25,63,67",3,1 to 69,1 to 26
"October 19, 2019","14,27,29,59,65",12,1 to 69,1 to 26
"October 23, 2019","5,12,50,61,69",23,1 to 69,1 to 26
"October 26, 2019","3,20,48,54,59",4,1 to 69,1 to 26
"October 30, 2019","19,22,52,56,67",21,1 to 69,1 to 26
"November 2, 2019","3,23,32,37,58",22,1 to 69,1 to 26
"November 6, 2019","15,28,46,62,64",17,1 to 69,1 to 26
"November 9, 2019","14,17,35,38,60",25,1 to 69,1 to 26
"November 13, 2019","23,26,27,28,66",11,1 to 69,1 to 26
"November 16, 2019","14,22,26,55,63",26,1 to 69,1 to 26
"November 20, 2019","7,15,39,40,57",12,1 to 69,1 to 26
"November 23, 2019","28,35,38,61,66",23,1 to 69,1 to 26
"November 27, 2019","15,26,37,53,55",21,1 to 69,1 to 26
"November 30, 2019","15,35,42,63,68",18,1 to 69,1 to 26
"December 4, 2019","8,27,44,51,61",14,1 to 69,1 to 26
"December 7, 2019","18,42,53,62,66",25,1 to 69,1 to 26
"December 11, 2019","24,29,42,44,63",10,1 to 69,1 to 26
"December 14, 2019","3,6,12,32,64",19,1 to 69,1 to 26
"December 18, 2019","14,18,26,39,68",9,1 to 69,1 to 26
"December 21, 2019","19,31,35,50,67",14,1 to 69,1 to 26
"December 25, 2019","2,4,16,30,46",20,1 to 69,1 to 26
"December 28, 2019","20,23,39,59,60",18,1 to 69,1 to 26
"January 1, 2020","49,53,57,59,62",26,1 to 69,1 to 26
"January 4, 2020","1,11,21,25,54",7,1 to 69,1 to 26
"January 8, 2020","2,4,7,43,56",22,1 to 69,1 to 26
"January 11, 2020","3,21,23,31,59",3,1 to 69,1 to 26
"January 15, 2020","39,41,53,55,68",19,1 to 69,1 to 26
"January 18, 2020","20,24,38,56,68",18,1 to 69,1 to 26
"January 22, 2020","11,33,44,59,67",8,1 to 69,1 to 26
"January 25, 2020","2,9,17,36,67",18,1 to 69,1 to 26
"January 29, 2020","9,12,15,31,60",2,1 to 69,1 to 26
"February 1, 2020","12,33,54,57,60",13,1 to 69,1 to 26
"February 5, 2020","23,30,35,41,57",2,1 to 69,1 to 26
"February 8, 2020","35,49,50,59,66",6,1 to 69,1 to 26
"February 12, 2020","14,47,54,55,68",25,1 to 69,1 to 26
"February 15, 2020","16,32,35,36,46",3,1 to 69,1 to 26
"February 19, 2020","10,12,15,19,56",19,1 to 69,1 to 26
"February 22, 2020","25,37,39,61,62",11,1 to 69,1 to 26
"February 26, 2020","8,27,29,36,47",24,1 to 69,1 to 26
"February 29, 2020","24,44,46,50,51",13,1 to 69,1 to 26
"March 4, 2020","18,43,58,60,68",14,1 to 69,1 to 26
"March 7, 2020","7,15,21,33,62",23,1 to 69,1 to 26
"March 11, 2020","4,29,49,50,67",2,1 to 69,1 to 26
"March 14, 2020","9,23,26,30,32",8,1 to 69,1 to 26
"March 18, 2020","15,27,44,59,63",8,1 to 69,1 to 26
"March 21, 2020","2,23,40,59,69",13,1 to 69,1 to 26
"March 25, 2020","5,9,27,39,42",16,1 to 69,1 to 26
"March 28, 2020","7,40,48,55,66",11,1 to 69,1 to 26
"April 1, 2020","33,35,45,48,60",16,1 to 69,1 to 26
"April 4, 2020","8,31,39,40,43",4,1 to 69,1 to 26
"April 8, 2020","2,37,39,48,54",5,1 to 69,1 to 26
"April 11, 2020","22,29,30,42,47",17,1 to 69,1 to 26
"April 15, 2020","10,12,33,36,41",2,1 to 69,1 to 26
"April 18, 2020","4,44,46,56,63",19,1 to 69,1 to 26
"April 22, 2020","1,33,35,40,69",24,1 to 69,1 to 26
"April 25, 2020","1,3,21,47,57",18,1 to 69,1 to 26
"April 29, 2020","2,20,49,61,67",20,1 to 69,1 to 26
"May 2, 2020","13,16,33,58,68",24,1 to 69,1 to 26
"May 6, 2020","7,8,35,50,65",20,1 to 69,1 to 26
"May 9, 2020","12,18,42,48,65",19,1 to 69,1 to 26
"May 13, 2020","39,53,54,56,57",20,1 to 69,1 to 26
"May 16, 2020","8,12,26,39,42",11,1 to 69,1 to 26
"May 20, 2020","18,34,40,42,50",9,1 to 69,1 to 26
"May 23, 2020","2,8,18,21,23",16,1 to 69,1 to 26
"May 27, 2020","38,58,59,64,68",21,1 to 69,1 to 26
"May 30, 2020","13,32,41,58,60",14,1 to 69,1 to 26
"June 3, 2020","1,3,26,41,64",17,1 to 69,1 to 26
"June 6, 2020","1,17,38,68,69",18,1 to 69,1 to 26
"June 10, 2020","10,33,41,52,54",18,1 to 69,1 to 26
"June 13, 2020","2,12,32,50,65",5,1 to 69,1 to 26
"June 17, 2020","7,10,63,64,68",10,1 to 69,1 to 26
"June 20, 2020","10,31,41,63,67",5,1 to 69,1 to 26
"June 24, 2020","15,22,27,33,46",23,1 to 69,1 to 26
"June 27, 2020","9,36,49,56,62",8,1 to 69,1 to 26
"July 1, 2020","15,28,52,53,63",18,1 to 69,1 to 26
"July 4, 2020","16,21,27,60,61",6,1 to 69,1 to 26
"July 8, 2020","3,10,34,36,62",5,1 to 69,1 to 26
"July 11, 2020","14,19,61,62,64",4,1 to 69,1 to 26
"July 15, 2020","27,47,61,62,69",4,1 to 69,1 to 26
"July 18, 2020","13,16,32,58,59",9,1 to 69,1 to 26
"July 22, 2020","16,25,36,44,55",14,1 to 69,1 to 26
"July 25, 2020","5,21,36,61,62",18,1 to 69,1 to 26
"July 29, 2020","7,29,35,40,45",26,1 to 69,1 to 26
"August 1, 2020","6,25,36,43,48",24,1 to 69,1 to 26
"August 5, 2020","7,14,17,57,65",24,1 to 69,1 to 26
"August 8, 2020","2,3,14,40,51",24,1 to 69,1 to 26
"August 12, 2020","2,6,18,36,37",21,1 to 69,1 to 26
"August 15, 2020","5,12,34,45,56",3,1 to 69,1 to 26
"August 19, 2020","13,23,47,55,58",23,1 to 69,1 to 26
"August 22, 2020","19,30,36,42,66",14,1 to 69,1 to 26
"August 26, 2020","8,12,19,47,58",2,1 to 69,1 to 26
"August 29, 2020","5,21,22,29,43",10,1 to 69,1 to 26
"September 2, 2020","1,4,11,20,69",18,1 to 69,1 to 26
"September 5, 2020","15,21,22,27,47",7,1 to 69,1 to 26
"September 9, 2020","27,52,55,60,64",21,1 to 69,1 to 26
"September 12, 2020","16,17,20,53,67",4,1 to 69,1 to 26
"September 16, 2020","10,17,31,51,53",1,1 to 69,1 to 26
"September 19, 2020","11,14,23,47,57",14,1 to 69,1 to 26
"September 23, 2020","8,17,49,52,59",1,1 to 69,1 to 26
"September 26, 2020","11,21,27,36,62",24,1 to 69,1 to 26
"September 30, 2020","14,18,36,49,67",18,1 to 69,1 to 26
"October 3, 2020","18,31,36,43,47",20,1 to 69,1 to 26
"October 7, 2020","6,24,30,53,56",19,1 to 69,1 to 26
"October 10, 2020","5,18,23,40,50",18,1 to 69,1 to 26
"October 14, 2020","21,37,52,53,58",5,1 to 69,1 to 26
"October 17, 2020","6,10,31,37,44",23,1 to 69,1 to 26
"October 21, 2020","1,3,13,44,56",26,1 to 69,1 to 26
"October 24, 2020","18,20,27,45,65",6,1 to 69,1 to 26
"October 28, 2020","11,28,37,40,53",13,1 to 69,1 to 26
"October 31, 2020","2,6,40,42,55",24,1 to 69,1 to 26
"November 4, 2020","23,32,33,45,49",14,1 to 69,1 to 26
"November 7, 2020","14,16,37,48,58",18,1 to 69,1 to 26
"November 11, 2020","13,15,17,45,63",13,1 to 69,1 to 26
"November 14, 2020","7,15,18,32,45",20,1 to 69,1 to 26
"November 18, 2020","4,5,17,43,52",5,1 to 69,1 to 26
"November 21, 2020","51,54,57,60,69",11,1 to 69,1 to 26
"November 25, 2020","2,57,58,60,65",26,1 to 69,1 to 26
"November 28, 2020","8,12,18,44,51",18,1 to 69,1 to 26
"December 2, 2020","28,31,40,41,46",4,1 to 69,1 to 26
"December 5, 2020","3,4,6,48,53",10,1 to 69,1 to 26
"December 9, 2020","11,14,31,47,48",4,1 to 69,1 to 26
"December 12, 2020","17,54,56,63,69",20,1 to 69,1 to 26
"December 16, 2020","4,23,37,61,67",7,1 to 69,1 to 26
